ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
1086;EMO-LOS-MAN-15000PUF-P5;Lost Mary 15000 puffs Mango Ice Pack x5;Lost Mary;Mango Ice;Pack x5 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 12.598,40;$ 15.244,06;$ 23.474,98
1087;EMO-LOS-ICE-20000PUF;Lost Mary 20000 puffs Ice Mint (Desechable);Lost Mary;Ice Mint;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 3.483,69;$ 4.215,26;$ 7.248,01
1088;EMO-LOS-COO-20000PUF;Lost Mary 20000 puffs Cool Menthol (Desechable);Lost Mary;Cool Menthol;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 9.679,33;$ 11.711,99;$ 18.682,98
1089;EMO-LOS-BLU-20000PUF;Lost Mary 20000 puffs Blue Razz Ice (Desechable);Lost Mary;Blue Razz Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 9.863,97;$ 11.935,40;$ 18.968,20
1090;EMO-LOS-STR-20000PUF;Lost Mary 20000 puffs Strawberry Kiwi Ice (Desechable);Lost Mary;Strawberry Kiwi Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.758,59;$ 9.387,89;$ 14.194,21
1091;EMO-LOS-WAT-20000PUF;Lost Mary 20000 puffs Watermelon Ice (Desechable);Lost Mary;Watermelon Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.104,43;$ 9.806,36;$ 14.529,86
1092;EMO-LOS-MAN-20000PUF;Lost Mary 20000 puffs Mango Ice (Desechable);Lost Mary;Mango Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 11.717,28;$ 14.177,91;$ 22.019,83
1093;EMO-LOS-PEA-20000PUF;Lost Mary 20000 puffs Peach Ice (Desechable);Lost Mary;Peach Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 9.490,16;$ 11.483,09;$ 19.704,68
1094;EMO-LOS-GRA-20000PUF;Lost Mary 20000 puffs Grape Ice (Desechable);Lost Mary;Grape Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 6.960,63;$ 8.422,36;$ 12.312,30
1095;EMO-LOS-BAN-20000PUF;Lost Mary 20000 puffs Banana Ice (Desechable);Lost Mary;Banana Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 12.713,12;$ 15.382,88;$ 23.992,58
1096;EMO-LOS-PIN-20000PUF;Lost Mary 20000 puffs Pineapple Ice (Desechable);Lost Mary;Pineapple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 9.884,80;$ 11.960,61;$ 18.261,49
1097;EMO-LOS-APP-20000PUF;Lost Mary 20000 puffs Apple Ice (Desechable);Lost Mary;Apple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.730,12;$ 9.353,45;$ 14.420,85
1098;EMO-LOS-BER-20000PUF;Lost Mary 20000 puffs Berry Mix (Desechable);Lost Mary;Berry Mix;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 9.724,13;$ 11.766,20;$ 19.138,83
1099;EMO-LOS-CHE-20000PUF;Lost Mary 20000 puffs Cherry Ice (Desechable);Lost Mary;Cherry Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 14.310,34;$ 17.315,51;$ 31.640,37
1100;EMO-LOS-LEM-20000PUF;Lost Mary 20000 puffs Lemon Lime (Desechable);Lost Mary;Lemon Lime;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 4.637,49;$ 5.611,36;$ 10.605,47
1101;EMO-LOS-BLU-20000PUF-P2;Lost Mary 20000 puffs Blue Razz Ice Pack x2;Lost Mary;Blue Razz Ice;Pack x2 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 4.151,50;$ 5.023,31;$ 9.089,62
1102;EMO-LOS-MAN-20000PUF-P5;Lost Mary 20000 puffs Mango Ice Pack x5;Lost Mary;Mango Ice;Pack x5 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 12.746,96;$ 15.423,82;$ 27.879,46
1103;EMO-IGN-ICE-15000PUF;Ignite 15000 puffs Ice Mint (Desechable);Ignite;Ice Mint;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.192,42;$ 12.332,83;$ 20.706,51
1104;EMO-IGN-COO-15000PUF;Ignite 15000 puffs Cool Menthol (Desechable);Ignite;Cool Menthol;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 12.596,21;$ 15.241,41;$ 27.616,59
1105;EMO-IGN-BLU-15000PUF;Ignite 15000 puffs Blue Razz Ice (Desechable);Ignite;Blue Razz Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.348,92;$ 12.522,19;$ 22.138,07
1106;EMO-IGN-STR-15000PUF;Ignite 15000 puffs Strawberry Kiwi Ice (Desechable);Ignite;Strawberry Kiwi Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 13.454,21;$ 16.279,59;$ 27.383,69
1107;EMO-IGN-WAT-15000PUF;Ignite 15000 puffs Watermelon Ice (Desechable);Ignite;Watermelon Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 11.495,18;$ 13.909,17;$ 22.484,41
1108;EMO-IGN-MAN-15000PUF;Ignite 15000 puffs Mango Ice (Desechable);Ignite;Mango Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 8.793,26;$ 10.639,84;$ 15.649,00
1109;EMO-IGN-PEA-15000PUF;Ignite 15000 puffs Peach Ice (Desechable);Ignite;Peach Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 11.003,53;$ 13.314,27;$ 23.927,38
1110;EMO-IGN-GRA-15000PUF;Ignite 15000 puffs Grape Ice (Desechable);Ignite;Grape Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.592,28;$ 4.346,66;$ 6.246,90
1111;EMO-IGN-BAN-15000PUF;Ignite 15000 puffs Banana Ice (Desechable);Ignite;Banana Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 6.440,12;$ 7.792,55;$ 11.845,94
1112;EMO-IGN-PIN-15000PUF;Ignite 15000 puffs Pineapple Ice (Desechable);Ignite;Pineapple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 9.752,02;$ 11.799,94;$ 17.014,95
1113;EMO-IGN-APP-15000PUF;Ignite 15000 puffs Apple Ice (Desechable);Ignite;Apple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.642,80;$ 4.407,79;$ 7.067,32
1114;EMO-IGN-BER-15000PUF;Ignite 15000 puffs Berry Mix (Desechable);Ignite;Berry Mix;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 7.655,04;$ 9.262,60;$ 15.973,02
1115;EMO-IGN-CHE-15000PUF;Ignite 15000 puffs Cherry Ice (Desechable);Ignite;Cherry Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 5.251,16;$ 6.353,90;$ 9.376,90
1116;EMO-IGN-LEM-15000PUF;Ignite 15000 puffs Lemon Lime (Desechable);Ignite;Lemon Lime;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.031,72;$ 12.138,38;$ 21.903,61
1117;EMO-IGN-BLU-15000PUF-P2;Ignite 15000 puffs Blue Razz Ice Pack x2;Ignite;Blue Razz Ice;Pack x2 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 13.980,36;$ 16.916,24;$ 27.646,02
1118;EMO-IGN-MAN-15000PUF-P5;Ignite 15000 puffs Mango Ice Pack x5;Ignite;Mango Ice;Pack x5 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 8.107,15;$ 9.809,65;$ 13.729,92
1119;EMO-IGN-ICE-25000PUF;Ignite 25000 puffs Ice Mint (Desechable);Ignite;Ice Mint;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 14.004,72;$ 16.945,71;$ 30.659,12
1120;EMO-IGN-COO-25000PUF;Ignite 25000 puffs Cool Menthol (Desechable);Ignite;Cool Menthol;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.261,54;$ 5.156,46;$ 8.381,04
1121;EMO-IGN-BLU-25000PUF;Ignite 25000 puffs Blue Razz Ice (Desechable);Ignite;Blue Razz Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.664,17;$ 5.643,65;$ 9.967,84
1122;EMO-IGN-STR-25000PUF;Ignite 25000 puffs Strawberry Kiwi Ice (Desechable);Ignite;Strawberry Kiwi Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 14.002,37;$ 16.942,87;$ 23.874,46
1123;EMO-IGN-WAT-25000PUF;Ignite 25000 puffs Watermelon Ice (Desechable);Ignite;Watermelon Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 9.947,93;$ 12.037,00;$ 21.244,97
1124;EMO-IGN-MAN-25000PUF;Ignite 25000 puffs Mango Ice (Desechable);Ignite;Mango Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.227,06;$ 8.744,74;$ 15.215,76
1125;EMO-IGN-PEA-25000PUF;Ignite 25000 puffs Peach Ice (Desechable);Ignite;Peach Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 10.255,48;$ 12.409,13;$ 20.976,47
1126;EMO-IGN-GRA-25000PUF;Ignite 25000 puffs Grape Ice (Desechable);Ignite;Grape Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 12.019,26;$ 14.543,30;$ 21.290,25
1127;EMO-IGN-BAN-25000PUF;Ignite 25000 puffs Banana Ice (Desechable);Ignite;Banana Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 6.803,50;$ 8.232,24;$ 13.200,30
1128;EMO-IGN-PIN-25000PUF;Ignite 25000 puffs Pineapple Ice (Desechable);Ignite;Pineapple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 13.702,02;$ 16.579,44;$ 27.853,42
1129;EMO-IGN-APP-25000PUF;Ignite 25000 puffs Apple Ice (Desechable);Ignite;Apple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 3.691,88;$ 4.467,17;$ 6.814,62
1130;EMO-IGN-BER-25000PUF;Ignite 25000 puffs Berry Mix (Desechable);Ignite;Berry Mix;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.821,97;$ 10.674,58;$ 16.279,45
1131;EMO-IGN-CHE-25000PUF;Ignite 25000 puffs Cherry Ice (Desechable);Ignite;Cherry Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.056,41;$ 8.538,26;$ 13.116,71
1132;EMO-IGN-LEM-25000PUF;Ignite 25000 puffs Lemon Lime (Desechable);Ignite;Lemon Lime;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 6.623,74;$ 8.014,73;$ 11.112,37
1133;EMO-IGN-BLU-25000PUF-P2;Ignite 25000 puffs Blue Razz Ice Pack x2;Ignite;Blue Razz Ice;Pack x2 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.684,71;$ 10.508,50;$ 16.757,77
1134;EMO-IGN-MAN-25000PUF-P5;Ignite 25000 puffs Mango Ice Pack x5;Ignite;Mango Ice;Pack x5 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.580,35;$ 10.382,22;$ 18.372,21
1135;EMO-IGN-ICE-30000PUF;Ignite 30000 puffs Ice Mint (Desechable);Ignite;Ice Mint;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 10.499,61;$ 12.704,53;$ 19.380,96
1136;EMO-IGN-COO-30000PUF;Ignite 30000 puffs Cool Menthol (Desechable);Ignite;Cool Menthol;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 8.210,07;$ 9.934,18;$ 17.917,24
1137;EMO-IGN-BLU-30000PUF;Ignite 30000 puffs Blue Razz Ice (Desechable);Ignite;Blue Razz Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 8.052,99;$ 9.744,12;$ 17.552,05
1138;EMO-IGN-STR-30000PUF;Ignite 30000 puffs Strawberry Kiwi Ice (Desechable);Ignite;Strawberry Kiwi Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 9.019,22;$ 10.913,26;$ 18.264,46
1139;EMO-IGN-WAT-30000PUF;Ignite 30000 puffs Watermelon Ice (Desechable);Ignite;Watermelon Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 8.815,78;$ 10.667,09;$ 16.945,65
1140;EMO-IGN-MAN-30000PUF;Ignite 30000 puffs Mango Ice (Desechable);Ignite;Mango Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 9.643,73;$ 11.668,91;$ 16.088,94
1141;EMO-IGN-PEA-30000PUF;Ignite 30000 puffs Peach Ice (Desechable);Ignite;Peach Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 12.372,12;$ 14.970,27;$ 23.660,83
1142;EMO-IGN-GRA-30000PUF;Ignite 30000 puffs Grape Ice (Desechable);Ignite;Grape Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 11.488,13;$ 13.900,64;$ 23.682,17
1143;EMO-IGN-BAN-30000PUF;Ignite 30000 puffs Banana Ice (Desechable);Ignite;Banana Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 6.023,12;$ 7.287,98;$ 13.729,57
1144;EMO-IGN-PIN-30000PUF;Ignite 30000 puffs Pineapple Ice (Desechable);Ignite;Pineapple Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 14.071,34;$ 17.026,32;$ 23.667,90
1145;EMO-IGN-APP-30000PUF;Ignite 30000 puffs Apple Ice (Desechable);Ignite;Apple Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 9.635,73;$ 11.659,23;$ 21.798,57
1146;EMO-IGN-BER-30000PUF;Ignite 30000 puffs Berry Mix (Desechable);Ignite;Berry Mix;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 9.005,39;$ 10.896,52;$ 20.437,61
1147;EMO-IGN-CHE-30000PUF;Ignite 30000 puffs Cherry Ice (Desechable);Ignite;Cherry Ice;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 8.048,17;$ 9.738,29;$ 17.066,02
1148;EMO-IGN-LEM-30000PUF;Ignite 30000 puffs Lemon Lime (Desechable);Ignite;Lemon Lime;Desechable (30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 12.706,89;$ 15.375,34;$ 21.196,35
1149;EMO-IGN-BLU-30000PUF-P2;Ignite 30000 puffs Blue Razz Ice Pack x2;Ignite;Blue Razz Ice;Pack x2 (Desechable 30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 13.596,09;$ 16.451,27;$ 22.391,09
1150;EMO-IGN-MAN-30000PUF-P5;Ignite 30000 puffs Mango Ice Pack x5;Ignite;Mango Ice;Pack x5 (Desechable 30000 puffs);EMON;Vape Desechable;30000;puffs;;$ 9.675,42;$ 11.707,26;$ 16.327,27
1151;EMO-IGN-ICE-40000PUF;Ignite 40000 puffs Ice Mint (Desechable);Ignite;Ice Mint;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 3.337,62;$ 4.038,52;$ 5.842,86
1152;EMO-IGN-COO-40000PUF;Ignite 40000 puffs Cool Menthol (Desechable);Ignite;Cool Menthol;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 14.822,87;$ 17.935,67;$ 31.628,75
1153;EMO-IGN-BLU-40000PUF;Ignite 40000 puffs Blue Razz Ice (Desechable);Ignite;Blue Razz Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 9.455,26;$ 11.440,86;$ 21.144,52
1154;EMO-IGN-STR-40000PUF;Ignite 40000 puffs Strawberry Kiwi Ice (Desechable);Ignite;Strawberry Kiwi Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 14.919,10;$ 18.052,11;$ 29.144,71
1155;EMO-IGN-WAT-40000PUF;Ignite 40000 puffs Watermelon Ice (Desechable);Ignite;Watermelon Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 2.906,38;$ 3.516,72;$ 6.641,80
1156;EMO-IGN-MAN-40000PUF;Ignite 40000 puffs Mango Ice (Desechable);Ignite;Mango Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 4.635,85;$ 5.609,38;$ 10.468,67
1157;EMO-IGN-PEA-40000PUF;Ignite 40000 puffs Peach Ice (Desechable);Ignite;Peach Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 9.926,14;$ 12.010,63;$ 16.548,26
1158;EMO-IGN-GRA-40000PUF;Ignite 40000 puffs Grape Ice (Desechable);Ignite;Grape Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 12.128,29;$ 14.675,23;$ 21.581,64
1159;EMO-IGN-BAN-40000PUF;Ignite 40000 puffs Banana Ice (Desechable);Ignite;Banana Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 14.604,10;$ 17.670,96;$ 27.764,08
1160;EMO-IGN-PIN-40000PUF;Ignite 40000 puffs Pineapple Ice (Desechable);Ignite;Pineapple Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 13.897,25;$ 16.815,67;$ 30.875,50
1161;EMO-IGN-APP-40000PUF;Ignite 40000 puffs Apple Ice (Desechable);Ignite;Apple Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 12.028,24;$ 14.554,17;$ 24.069,86
1162;EMO-IGN-BER-40000PUF;Ignite 40000 puffs Berry Mix (Desechable);Ignite;Berry Mix;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 4.611,87;$ 5.580,36;$ 7.767,29
1163;EMO-IGN-CHE-40000PUF;Ignite 40000 puffs Cherry Ice (Desechable);Ignite;Cherry Ice;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 14.717,47;$ 17.808,14;$ 27.088,27
1164;EMO-IGN-LEM-40000PUF;Ignite 40000 puffs Lemon Lime (Desechable);Ignite;Lemon Lime;Desechable (40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 11.640,91;$ 14.085,50;$ 23.931,16
1165;EMO-IGN-BLU-40000PUF-P2;Ignite 40000 puffs Blue Razz Ice Pack x2;Ignite;Blue Razz Ice;Pack x2 (Desechable 40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 3.179,70;$ 3.847,44;$ 6.023,89
1166;EMO-IGN-MAN-40000PUF-P5;Ignite 40000 puffs Mango Ice Pack x5;Ignite;Mango Ice;Pack x5 (Desechable 40000 puffs);EMON;Vape Desechable;40000;puffs;;$ 12.007,46;$ 14.529,03;$ 25.754,25
1167;EMO-GEE-ICE-10000PUF;Geek Bar 10000 puffs Ice Mint (Desechable);Geek Bar;Ice Mint;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 5.579,78;$ 6.751,53;$ 9.507,90
1168;EMO-GEE-COO-10000PUF;Geek Bar 10000 puffs Cool Menthol (Desechable);Geek Bar;Cool Menthol;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 5.204,89;$ 6.297,92;$ 9.998,46
1169;EMO-GEE-BLU-10000PUF;Geek Bar 10000 puffs Blue Razz Ice (Desechable);Geek Bar;Blue Razz Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 5.277,21;$ 6.385,42;$ 11.270,45
1170;EMO-GEE-STR-10000PUF;Geek Bar 10000 puffs Strawberry Kiwi Ice (Desechable);Geek Bar;Strawberry Kiwi Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 10.019,70;$ 12.123,84;$ 22.575,40
1171;EMO-GEE-WAT-10000PUF;Geek Bar 10000 puffs Watermelon Ice (Desechable);Geek Bar;Watermelon Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 8.382,46;$ 10.142,78;$ 14.970,17
1172;EMO-GEE-MAN-10000PUF;Geek Bar 10000 puffs Mango Ice (Desechable);Geek Bar;Mango Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 7.210,49;$ 8.724,69;$ 15.811,51
1173;EMO-GEE-PEA-10000PUF;Geek Bar 10000 puffs Peach Ice (Desechable);Geek Bar;Peach Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 8.286,99;$ 10.027,26;$ 16.284,69
1174;EMO-GEE-GRA-10000PUF;Geek Bar 10000 puffs Grape Ice (Desechable);Geek Bar;Grape Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 8.175,39;$ 9.892,22;$ 13.380,63
1175;EMO-GEE-BAN-10000PUF;Geek Bar 10000 puffs Banana Ice (Desechable);Geek Bar;Banana Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 2.794,46;$ 3.381,30;$ 5.088,35
1176;EMO-GEE-PIN-10000PUF;Geek Bar 10000 puffs Pineapple Ice (Desechable);Geek Bar;Pineapple Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 4.465,17;$ 5.402,86;$ 10.002,05
1177;EMO-GEE-APP-10000PUF;Geek Bar 10000 puffs Apple Ice (Desechable);Geek Bar;Apple Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 6.267,73;$ 7.583,95;$ 13.820,42
1178;EMO-GEE-BER-10000PUF;Geek Bar 10000 puffs Berry Mix (Desechable);Geek Bar;Berry Mix;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 14.510,32;$ 17.557,49;$ 31.132,87
1179;EMO-GEE-CHE-10000PUF;Geek Bar 10000 puffs Cherry Ice (Desechable);Geek Bar;Cherry Ice;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 11.467,31;$ 13.875,45;$ 21.013,04
1180;EMO-GEE-LEM-10000PUF;Geek Bar 10000 puffs Lemon Lime (Desechable);Geek Bar;Lemon Lime;Desechable (10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 13.144,93;$ 15.905,37;$ 29.540,40
1181;EMO-GEE-BLU-10000PUF-P2;Geek Bar 10000 puffs Blue Razz Ice Pack x2;Geek Bar;Blue Razz Ice;Pack x2 (Desechable 10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 13.117,08;$ 15.871,67;$ 21.444,06
1182;EMO-GEE-MAN-10000PUF-P5;Geek Bar 10000 puffs Mango Ice Pack x5;Geek Bar;Mango Ice;Pack x5 (Desechable 10000 puffs);EMON;Vape Desechable;10000;puffs;;$ 3.651,75;$ 4.418,62;$ 7.829,16
1183;EMO-GEE-ICE-15000PUF;Geek Bar 15000 puffs Ice Mint (Desechable);Geek Bar;Ice Mint;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 5.037,92;$ 6.095,88;$ 8.737,49
1184;EMO-GEE-COO-15000PUF;Geek Bar 15000 puffs Cool Menthol (Desechable);Geek Bar;Cool Menthol;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 14.198,25;$ 17.179,88;$ 23.883,72
1185;EMO-GEE-BLU-15000PUF;Geek Bar 15000 puffs Blue Razz Ice (Desechable);Geek Bar;Blue Razz Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.118,26;$ 12.243,09;$ 16.656,23
1186;EMO-GEE-STR-15000PUF;Geek Bar 15000 puffs Strawberry Kiwi Ice (Desechable);Geek Bar;Strawberry Kiwi Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 13.743,08;$ 16.629,13;$ 24.113,24
1187;EMO-GEE-WAT-15000PUF;Geek Bar 15000 puffs Watermelon Ice (Desechable);Geek Bar;Watermelon Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 7.969,29;$ 9.642,84;$ 15.013,77
1188;EMO-GEE-MAN-15000PUF;Geek Bar 15000 puffs Mango Ice (Desechable);Geek Bar;Mango Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 11.790,08;$ 14.266,00;$ 23.728,52
1189;EMO-GEE-PEA-15000PUF;Geek Bar 15000 puffs Peach Ice (Desechable);Geek Bar;Peach Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 8.894,65;$ 10.762,53;$ 14.719,53
1190;EMO-GEE-GRA-15000PUF;Geek Bar 15000 puffs Grape Ice (Desechable);Geek Bar;Grape Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.326,84;$ 4.025,48;$ 5.483,33
1191;EMO-GEE-BAN-15000PUF;Geek Bar 15000 puffs Banana Ice (Desechable);Geek Bar;Banana Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 7.056,11;$ 8.537,89;$ 16.194,64
1192;EMO-GEE-PIN-15000PUF;Geek Bar 15000 puffs Pineapple Ice (Desechable);Geek Bar;Pineapple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 10.131,77;$ 12.259,44;$ 19.406,80
1193;EMO-GEE-APP-15000PUF;Geek Bar 15000 puffs Apple Ice (Desechable);Geek Bar;Apple Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 9.158,71;$ 11.082,04;$ 20.921,25
1194;EMO-GEE-BER-15000PUF;Geek Bar 15000 puffs Berry Mix (Desechable);Geek Bar;Berry Mix;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 12.259,34;$ 14.833,80;$ 21.188,09
1195;EMO-GEE-CHE-15000PUF;Geek Bar 15000 puffs Cherry Ice (Desechable);Geek Bar;Cherry Ice;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 8.278,67;$ 10.017,19;$ 18.828,61
1196;EMO-GEE-LEM-15000PUF;Geek Bar 15000 puffs Lemon Lime (Desechable);Geek Bar;Lemon Lime;Desechable (15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.317,86;$ 4.014,61;$ 5.992,10
1197;EMO-GEE-BLU-15000PUF-P2;Geek Bar 15000 puffs Blue Razz Ice Pack x2;Geek Bar;Blue Razz Ice;Pack x2 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 4.430,95;$ 5.361,45;$ 7.584,99
1198;EMO-GEE-MAN-15000PUF-P5;Geek Bar 15000 puffs Mango Ice Pack x5;Geek Bar;Mango Ice;Pack x5 (Desechable 15000 puffs);EMON;Vape Desechable;15000;puffs;;$ 3.754,86;$ 4.543,38;$ 7.583,19
1199;EMO-GEE-ICE-25000PUF;Geek Bar 25000 puffs Ice Mint (Desechable);Geek Bar;Ice Mint;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 2.773,04;$ 3.355,38;$ 5.527,00
1200;EMO-GEE-COO-25000PUF;Geek Bar 25000 puffs Cool Menthol (Desechable);Geek Bar;Cool Menthol;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 5.538,77;$ 6.701,91;$ 9.448,51
